время ;;открытие ;Максимум ;Минимум ;Закрытие;Обыем
19.07.2021;17:00;1.18055;1.18099;1.17942;1.17983;6897
19.07.2021;17:30;1.17984;1.1806;1.17959;1.18053;4940
19.07.2021;18:00;1.18053;1.18068;1.17996;1.18065;3672
19.07.2021;18:30;1.18065;1.18065;1.17979;1.17989;3522
19.07.2021;19:00;1.17988;1.18009;1.17941;1.17943;3066
19.07.2021;19:30;1.17944;1.1798;1.17933;1.17945;2589
19.07.2021;20:00;1.17945;1.18022;1.17929;1.18007;2451
19.07.2021;20:30;1.18007;1.1801;1.17909;1.17912;2475
19.07.2021;21:00;1.17913;1.17959;1.1791;1.17946;2535
19.07.2021;21:30;1.17946;1.1799;1.17946;1.17973;2351
19.07.2021;22:00;1.17974;1.17996;1.17963;1.17974;1222
19.07.2021;22:30;1.17974;1.18006;1.17974;1.17993;1254
19.07.2021;23:00;1.17996;1.18017;1.17949;1.17974;141
19.07.2021;23:30;1.17974;1.18004;1.17951;1.17956;668
20.07.2021;0:00;1.17963;1.18;1.17952;1.17969;704
20.07.2021;0:30;1.17969;1.17972;1.17939;1.17939;489
20.07.2021;1:00;1.1794;1.17951;1.17916;1.17926;557
20.07.2021;1:30;1.17925;1.1793;1.17914;1.17918;469
20.07.2021;2:00;1.17918;1.17991;1.17899;1.17975;2141
20.07.2021;2:30;1.17974;1.17982;1.17934;1.17949;1516
20.07.2021;3:00;1.17947;1.1797;1.17917;1.17961;2027
20.07.2021;3:30;1.17962;1.17981;1.17939;1.1797;1974
20.07.2021;4:00;1.1797;1.18015;1.17946;1.18012;2187
20.07.2021;4:30;1.18012;1.18019;1.17943;1.17946;1420
20.07.2021;5:00;1.17945;1.17952;1.17898;1.17914;1499
20.07.2021;5:30;1.17913;1.17943;1.179;1.17932;2359
20.07.2021;6:00;1.17931;1.17932;1.17882;1.179;1648
20.07.2021;6:30;1.179;1.17914;1.17878;1.17885;1556
20.07.2021;7:00;1.17885;1.17886;1.17801;1.17824;1947
20.07.2021;7:30;1.17824;1.17843;1.17801;1.17841;1778
20.07.2021;8:00;1.17841;1.17846;1.17776;1.1782;3082
20.07.2021;8:30;1.1782;1.17851;1.17756;1.17781;4758
20.07.2021;9:00;1.17781;1.17915;1.17735;1.17768;6955
20.07.2021;9:30;1.17768;1.17855;1.1772;1.17833;5020
20.07.2021;10:00;1.17832;1.17948;1.17815;1.17936;5362
20.07.2021;10:30;1.17937;1.17948;1.17845;1.17877;3987
20.07.2021;11:00;1.17878;1.17998;1.17871;1.17995;3665
20.07.2021;11:30;1.17995;1.18024;1.17971;1.17995;4448
20.07.2021;12:00;1.17996;1.17997;1.17886;1.17886;4769
20.07.2021;12:30;1.17887;1.17906;1.17809;1.1782;3943
20.07.2021;13:00;1.1782;1.17846;1.17765;1.17773;3809
20.07.2021;13:30;1.17774;1.17927;1.17773;1.17877;4534
20.07.2021;14:00;1.17877;1.17881;1.17648;1.177;5320
20.07.2021;14:30;1.177;1.17731;1.17648;1.17723;5059
20.07.2021;15:00;1.17723;1.17735;1.17579;1.17587;6714
20.07.2021;15:30;1.17587;1.17752;1.17556;1.17666;9030
20.07.2021;16:00;1.17665;1.17805;1.17625;1.17795;5682
20.07.2021;16:30;1.17795;1.17795;1.17556;1.17642;7704
20.07.2021;17:00;1.17643;1.17684;1.1756;1.17676;4668
20.07.2021;17:30;1.17657;1.17745;1.17624;1.17744;3907
20.07.2021;18:00;1.17746;1.17798;1.17714;1.17736;3200
20.07.2021;18:30;1.17737;1.17783;1.17716;1.17774;2571
20.07.2021;19:00;1.17775;1.17794;1.17738;1.17789;2361
20.07.2021;19:30;1.17789;1.17827;1.17769;1.17788;2317
20.07.2021;20:00;1.17787;1.17859;1.17777;1.17859;2344
20.07.2021;20:30;1.17859;1.17859;1.17831;1.17831;668
