время ;;открытие ;Максимум ;Минимум ;Закрытие;Обыем
20.05.2021;11:00;1.21881;1.21917;1.2184;1.21855;3606
20.05.2021;11:30;1.21855;1.21873;1.21832;1.2187;2909
20.05.2021;12:00;1.21871;1.21912;1.21809;1.21884;3266
20.05.2021;12:30;1.21887;1.2197;1.21878;1.21939;3543
20.05.2021;13:00;1.2194;1.22019;1.2194;1.21979;2763
20.05.2021;13:30;1.2198;1.22025;1.21935;1.22018;2829
20.05.2021;14:00;1.22019;1.22078;1.2199;1.2203;3119
20.05.2021;14:30;1.2203;1.22056;1.21961;1.21999;4500
20.05.2021;15:00;1.21998;1.22126;1.21973;1.22115;5161
20.05.2021;15:30;1.22114;1.22156;1.22064;1.22097;4984
20.05.2021;16:00;1.22096;1.22176;1.22092;1.22129;4962
20.05.2021;16:30;1.22129;1.22186;1.22069;1.22134;4621
20.05.2021;17:00;1.22134;1.22195;1.22082;1.22083;3234
20.05.2021;17:30;1.22085;1.22262;1.22078;1.22242;3209
20.05.2021;18:00;1.22243;1.22246;1.22137;1.2221;2983
20.05.2021;18:30;1.22209;1.2223;1.2217;1.2218;2286
20.05.2021;19:00;1.22181;1.22185;1.2212;1.2214;2079
20.05.2021;19:30;1.22139;1.22179;1.22119;1.2215;1374
20.05.2021;20:00;1.22151;1.22221;1.22151;1.22219;1599
20.05.2021;20:30;1.22219;1.2222;1.22148;1.22195;1707
20.05.2021;21:00;1.22196;1.22259;1.2218;1.22258;1601
20.05.2021;21:30;1.22258;1.2228;1.22239;1.2228;1792
20.05.2021;22:00;1.2228;1.22286;1.22248;1.22277;1065
20.05.2021;22:30;1.22278;1.22289;1.22256;1.22271;1010
20.05.2021;23:00;1.22269;1.22282;1.22226;1.22278;221
20.05.2021;23:30;1.22278;1.22297;1.22271;1.22294;238
21.05.2021;0:00;1.22294;1.223;1.22271;1.22274;522
21.05.2021;0:30;1.22274;1.2228;1.22258;1.22258;305
21.05.2021;1:00;1.22259;1.2227;1.22252;1.22262;434
21.05.2021;1:30;1.22262;1.22281;1.22247;1.22248;495
21.05.2021;2:00;1.22249;1.22377;1.22237;1.22369;2246
21.05.2021;2:30;1.22371;1.22371;1.22296;1.22337;2137
21.05.2021;3:00;1.22339;1.22359;1.22322;1.22357;1624
21.05.2021;3:30;1.22356;1.22391;1.22311;1.22321;2386
21.05.2021;4:00;1.22322;1.22328;1.22273;1.22289;2260
21.05.2021;4:30;1.22289;1.22324;1.22274;1.22319;1426
21.05.2021;5:00;1.22319;1.22327;1.22295;1.22315;1311
21.05.2021;5:30;1.22316;1.22324;1.22297;1.2232;975
21.05.2021;6:00;1.22319;1.22333;1.22303;1.22333;897
21.05.2021;6:30;1.22333;1.22343;1.2232;1.22326;882
21.05.2021;7:00;1.22327;1.22368;1.22327;1.22357;945
21.05.2021;7:30;1.22357;1.22359;1.22317;1.22334;1379
21.05.2021;8:00;1.22335;1.22397;1.22312;1.22314;2158
21.05.2021;8:30;1.22313;1.22321;1.22222;1.22258;3212
21.05.2021;9:00;1.22258;1.22356;1.2221;1.22328;6025
21.05.2021;9:30;1.22328;1.22328;1.22097;1.22162;6678
21.05.2021;10:00;1.22162;1.22215;1.22125;1.22198;3715
21.05.2021;10:30;1.22199;1.22248;1.22159;1.22234;3625
21.05.2021;11:00;1.22235;1.22306;1.22195;1.22279;3715
21.05.2021;11:30;1.22278;1.2233;1.22247;1.22258;3380
21.05.2021;12:00;1.22259;1.22378;1.22255;1.22307;3576
21.05.2021;12:30;1.22306;1.22327;1.22183;1.22189;3451
21.05.2021;13:00;1.22188;1.22212;1.22138;1.22193;3548
21.05.2021;13:30;1.22193;1.22213;1.21844;1.21861;5480
21.05.2021;14:00;1.21862;1.21953;1.21784;1.21921;7784
21.05.2021;14:30;1.21919;1.22063;1.21918;1.22055;3773
21.05.2021;15:00;1.22055;1.22099;1.21909;1.21944;4333
21.05.2021;15:30;1.21944;1.21964;1.21751;1.21849;8104
21.05.2021;16:00;1.21849;1.21866;1.21719;1.21807;6474
21.05.2021;16:30;1.21807;1.21897;1.21704;1.21884;6796
21.05.2021;17:00;1.21884;1.21915;1.2184;1.21854;4130
21.05.2021;17:30;1.21854;1.21883;1.21745;1.21771;2781
21.05.2021;18:00;1.2177;1.21785;1.2173;1.21762;3029
21.05.2021;18:30;1.2176;1.21764;1.21606;1.21639;2650
21.05.2021;19:00;1.2164;1.21706;1.21625;1.21705;2270
21.05.2021;19:30;1.21706;1.21764;1.217;1.21763;1262
21.05.2021;20:00;1.21764;1.21796;1.21754;1.21781;1341
21.05.2021;20:30;1.21781;1.21815;1.21767;1.2181;1331
21.05.2021;21:00;1.21809;1.21858;1.21783;1.21854;1593
21.05.2021;21:30;1.21854;1.2187;1.21833;1.21854;1834
21.05.2021;22:00;1.21854;1.21877;1.21849;1.21859;787
21.05.2021;22:30;1.21858;1.21858;1.21782;1.21804;682
23.05.2021;23:00;1.21789;1.21801;1.2176;1.21793;36
23.05.2021;23:30;1.21795;1.21795;1.21741;1.21783;84
24.05.2021;0:00;1.21767;1.21818;1.21724;1.21754;1212
24.05.2021;0:30;1.21755;1.21817;1.21746;1.21788;1304
24.05.2021;1:00;1.21789;1.21843;1.21788;1.21807;771
24.05.2021;1:30;1.21806;1.2184;1.21803;1.21804;717
24.05.2021;2:00;1.21804;1.2187;1.21771;1.21832;2307
24.05.2021;2:30;1.21832;1.2184;1.21801;1.21802;1688
24.05.2021;3:00;1.21804;1.21832;1.21769;1.21794;2849
24.05.2021;3:30;1.21793;1.21844;1.21784;1.21844;2520
24.05.2021;4:00;1.21843;1.21853;1.21801;1.21813;1907
24.05.2021;4:30;1.21813;1.21823;1.21767;1.21782;1834
24.05.2021;5:00;1.21782;1.21802;1.21749;1.2178;1627
24.05.2021;5:30;1.21781;1.21821;1.21781;1.2181;1502
24.05.2021;6:00;1.21811;1.21832;1.21797;1.21801;579
24.05.2021;6:30;1.21801;1.21811;1.21786;1.21793;648
24.05.2021;7:00;1.21795;1.21875;1.21795;1.21873;1206
24.05.2021;7:30;1.21873;1.21899;1.21857;1.21892;1726
24.05.2021;8:00;1.21893;1.21922;1.21865;1.21873;3417
24.05.2021;8:30;1.21873;1.21951;1.21872;1.21897;2712
24.05.2021;9:00;1.219;1.21974;1.21889;1.21955;3934
24.05.2021;9:30;1.21956;1.21995;1.21946;1.21976;3084
24.05.2021;10:00;1.21976;1.2204;1.21957;1.22025;2896
24.05.2021;10:30;1.22025;1.2203;1.21752;1.21966;7337
24.05.2021;11:00;1.21967;1.2203;1.21929;1.22001;3909
24.05.2021;11:30;1.22001;1.22118;1.21962;1.22115;3862
24.05.2021;12:00;1.22116;1.2218;1.22105;1.2213;4056
24.05.2021;12:30;1.2213;1.22191;1.22111;1.2214;2663
24.05.2021;13:00;1.2214;1.22159;1.22052;1.22064;2655
24.05.2021;13:30;1.22065;1.2213;1.22047;1.2209;3752
24.05.2021;14:00;1.2209;1.2216;1.22074;1.22113;2943
24.05.2021;14:30;1.22114;1.22135;1.22066;1.22101;2485
24.05.2021;15:00;1.221;1.22176;1.22033;1.22145;3487
24.05.2021;15:30;1.22145;1.22224;1.2209;1.2222;5300
24.05.2021;16:00;1.22221;1.22297;1.22214;1.22266;3972
24.05.2021;16:30;1.22267;1.22289;1.22135;1.22166;4882
24.05.2021;17:00;1.22166;1.22239;1.22166;1.2217;2965
24.05.2021;17:30;1.22169;1.22171;1.2207;1.22094;2864
24.05.2021;18:00;1.22095;1.2213;1.22044;1.22044;1859
24.05.2021;18:30;1.22045;1.2215;1.22045;1.2215;1436
24.05.2021;19:00;1.22149;1.2215;1.22054;1.2214;1904
24.05.2021;19:30;1.22141;1.22176;1.2213;1.22161;842
24.05.2021;20:00;1.22162;1.22168;1.22133;1.22142;723
24.05.2021;20:30;1.22143;1.22153;1.22102;1.22135;1213
24.05.2021;21:00;1.22135;1.22169;1.22127;1.22139;908
24.05.2021;21:30;1.22139;1.22172;1.22135;1.2216;1532
24.05.2021;22:00;1.2216;1.22179;1.2214;1.2214;603
24.05.2021;22:30;1.22141;1.22166;1.22133;1.22144;500
24.05.2021;23:00;1.22144;1.22194;1.22129;1.22151;200
24.05.2021;23:30;1.22154;1.2217;1.22142;1.22155;297
25.05.2021;0:00;1.22156;1.22164;1.22143;1.22149;455
25.05.2021;0:30;1.22149;1.22172;1.22148;1.22164;447
25.05.2021;1:00;1.22162;1.22163;1.22124;1.22129;759
25.05.2021;1:30;1.22129;1.2215;1.22129;1.2214;563
25.05.2021;2:00;1.22139;1.2219;1.22113;1.22158;1529
25.05.2021;2:30;1.22158;1.22217;1.22148;1.22215;1659
25.05.2021;3:00;1.22216;1.22281;1.22209;1.22243;3153
25.05.2021;3:30;1.22243;1.22298;1.22235;1.22248;2553
25.05.2021;4:00;1.22249;1.22266;1.22227;1.2226;1435
25.05.2021;4:30;1.22261;1.22284;1.22237;1.22283;1306
25.05.2021;5:00;1.22282;1.22283;1.22248;1.22272;1314
25.05.2021;5:30;1.22273;1.22286;1.22253;1.22263;923
25.05.2021;6:00;1.22263;1.22313;1.22253;1.22284;1197
25.05.2021;6:30;1.22285;1.223;1.2227;1.22291;725
25.05.2021;7:00;1.22292;1.223;1.22279;1.22283;750
25.05.2021;7:30;1.22284;1.22287;1.22218;1.22237;1429
25.05.2021;8:00;1.22237;1.2238;1.22202;1.22298;3728
25.05.2021;8:30;1.223;1.2253;1.22288;1.22456;4579
25.05.2021;9:00;1.22456;1.22621;1.22438;1.22604;6439
25.05.2021;9:30;1.22604;1.22609;1.22527;1.22556;4810
25.05.2021;10:00;1.22556;1.22616;1.22442;1.22519;6319
25.05.2021;10:30;1.2252;1.22592;1.22456;1.22587;3836
25.05.2021;11:00;1.22588;1.22617;1.2256;1.22586;3133
25.05.2021;11:30;1.22585;1.22586;1.22526;1.22548;2926
25.05.2021;12:00;1.22548;1.22584;1.2251;1.22541;2888
25.05.2021;12:30;1.22542;1.22544;1.22475;1.22478;2985
25.05.2021;13:00;1.22478;1.22551;1.2246;1.22543;2533
25.05.2021;13:30;1.22543;1.22605;1.22523;1.22556;3472
25.05.2021;14:00;1.22557;1.22662;1.22551;1.22616;3348
25.05.2021;14:30;1.22616;1.2262;1.22501;1.22534;4226
25.05.2021;15:00;1.22534;1.22568;1.22456;1.22486;4611
25.05.2021;15:30;1.22485;1.22559;1.22406;1.22474;6344
25.05.2021;16:00;1.22475;1.22528;1.22426;1.22525;5969
25.05.2021;16:30;1.22524;1.2254;1.22403;1.22459;5024
25.05.2021;17:00;1.22458;1.22486;1.22343;1.22367;4161
25.05.2021;17:30;1.22366;1.22417;1.22306;1.22325;3458
25.05.2021;18:00;1.22325;1.22346;1.22264;1.2234;3173
25.05.2021;18:30;1.22339;1.22397;1.22315;1.22395;1982
25.05.2021;19:00;1.22395;1.22456;1.22377;1.22435;2555
25.05.2021;19:30;1.22435;1.22496;1.22433;1.22476;2343
25.05.2021;20:00;1.22475;1.22524;1.22461;1.22502;1662
25.05.2021;20:30;1.22501;1.22568;1.22496;1.22557;1684
25.05.2021;21:00;1.22556;1.22557;1.22502;1.22511;1330
25.05.2021;21:30;1.22511;1.22515;1.22458;1.22472;1641
25.05.2021;22:00;1.22471;1.22484;1.22457;1.22475;457
25.05.2021;22:30;1.22476;1.22524;1.22466;1.22488;1704
25.05.2021;23:00;1.22487;1.22558;1.2248;1.22501;318
25.05.2021;23:30;1.225;1.22514;1.22489;1.22497;245
26.05.2021;0:00;1.22499;1.22526;1.22495;1.22504;416
26.05.2021;0:30;1.22505;1.22549;1.22501;1.22531;750
26.05.2021;1:00;1.22532;1.22537;1.22487;1.22488;705
26.05.2021;1:30;1.22489;1.22499;1.22459;1.22469;629
26.05.2021;2:00;1.22469;1.22537;1.22449;1.22519;1720
26.05.2021;2:30;1.2252;1.22524;1.22443;1.22449;1970
26.05.2021;3:00;1.2245;1.22481;1.22433;1.22457;1843
26.05.2021;3:30;1.22457;1.22465;1.22422;1.22435;2135
26.05.2021;4:00;1.22434;1.22497;1.22417;1.22478;3236
26.05.2021;4:30;1.22479;1.22529;1.22479;1.22496;1589
26.05.2021;5:00;1.22496;1.22605;1.22494;1.22576;2210
26.05.2021;5:30;1.22577;1.226;1.22564;1.22577;1348
26.05.2021;6:00;1.22578;1.2261;1.22558;1.2261;1167
26.05.2021;6:30;1.22609;1.22609;1.22568;1.22594;923
26.05.2021;7:00;1.22594;1.22626;1.22575;1.22619;1184
26.05.2021;7:30;1.2262;1.22625;1.22552;1.22556;1246
26.05.2021;8:00;1.22556;1.22564;1.22432;1.22458;3918
26.05.2021;8:30;1.2246;1.2252;1.22443;1.22489;3167
26.05.2021;9:00;1.22491;1.22496;1.22327;1.22373;4346
26.05.2021;9:30;1.22374;1.22463;1.22372;1.22439;2874
26.05.2021;10:00;1.22439;1.22481;1.22398;1.22445;3041
26.05.2021;10:30;1.22446;1.2247;1.22325;1.22407;3104
26.05.2021;11:00;1.22406;1.22445;1.22374;1.22442;2809
26.05.2021;11:30;1.22442;1.22468;1.2241;1.22448;2903
26.05.2021;12:00;1.22447;1.22447;1.2235;1.22357;2627
26.05.2021;12:30;1.22357;1.22395;1.22327;1.22382;2517
26.05.2021;13:00;1.22383;1.22395;1.22298;1.22342;2665
26.05.2021;13:30;1.22342;1.2235;1.22286;1.22325;3258
26.05.2021;14:00;1.22325;1.22325;1.22216;1.22254;3948
26.05.2021;14:30;1.22255;1.22295;1.22169;1.22196;4584
26.05.2021;15:00;1.22197;1.22256;1.22175;1.22239;4170
26.05.2021;15:30;1.22238;1.22346;1.22193;1.2228;5802
26.05.2021;16:00;1.2228;1.22388;1.22248;1.22384;4036
26.05.2021;16:30;1.22385;1.22397;1.22164;1.22167;5506
26.05.2021;17:00;1.22167;1.2221;1.22054;1.2208;5453
26.05.2021;17:30;1.2208;1.22101;1.21972;1.22033;4436
26.05.2021;18:00;1.22035;1.22052;1.21954;1.22003;3464
26.05.2021;18:30;1.22003;1.22034;1.21991;1.21997;2124
26.05.2021;19:00;1.21997;1.22019;1.21901;1.21925;3236
26.05.2021;19:30;1.21925;1.21928;1.21816;1.21872;2944
26.05.2021;20:00;1.21872;1.21883;1.21843;1.21868;1866
26.05.2021;20:30;1.21869;1.2193;1.21866;1.21928;1537
26.05.2021;21:00;1.21927;1.2196;1.2192;1.21928;1737
26.05.2021;21:30;1.21929;1.21957;1.21905;1.2192;1579
26.05.2021;22:00;1.21919;1.2197;1.21912;1.21931;731
26.05.2021;22:30;1.21932;1.21936;1.21912;1.21917;886
26.05.2021;23:00;1.21914;1.2193;1.21887;1.21929;234
26.05.2021;23:30;1.21928;1.21945;1.21891;1.21936;281
27.05.2021;0:00;1.21941;1.21968;1.21938;1.21966;847
27.05.2021;0:30;1.21966;1.21966;1.21921;1.21926;878
27.05.2021;1:00;1.21926;1.21941;1.21916;1.21933;638
27.05.2021;1:30;1.21935;1.21935;1.21886;1.21919;635
27.05.2021;2:00;1.21917;1.21924;1.21835;1.21848;1749
27.05.2021;2:30;1.21848;1.21888;1.21797;1.21881;2318
27.05.2021;3:00;1.21881;1.21882;1.21749;1.21768;2288
27.05.2021;3:30;1.2177;1.21858;1.21769;1.21847;2526
27.05.2021;4:00;1.21847;1.21925;1.21841;1.21901;1717
27.05.2021;4:30;1.21902;1.21923;1.2187;1.21902;1404
27.05.2021;5:00;1.21903;1.21908;1.21861;1.21876;1515
27.05.2021;5:30;1.21876;1.21943;1.21876;1.21932;1546
27.05.2021;6:00;1.21934;1.21953;1.21923;1.21933;1669
27.05.2021;6:30;1.21934;1.21946;1.21906;1.21933;1383
27.05.2021;7:00;1.21932;1.21941;1.2188;1.21904;1114
27.05.2021;7:30;1.21903;1.21966;1.219;1.21953;1329
27.05.2021;8:00;1.21953;1.22023;1.21866;1.21871;2383
27.05.2021;8:30;1.21872;1.2198;1.21871;1.21979;3688
27.05.2021;9:00;1.2198;1.22081;1.21947;1.22078;4449
27.05.2021;9:30;1.22076;1.22082;1.21976;1.22055;4080
27.05.2021;10:00;1.22055;1.22148;1.2205;1.22116;4075
27.05.2021;10:30;1.22118;1.22138;1.21798;1.21823;4902
27.05.2021;11:00;1.21825;1.21932;1.21819;1.21928;3125
27.05.2021;11:30;1.21928;1.2196;1.21898;1.21929;2149
27.05.2021;12:00;1.21929;1.22053;1.21929;1.2205;3084
27.05.2021;12:30;1.2205;1.22082;1.22004;1.22049;2712
27.05.2021;13:00;1.2205;1.22104;1.22022;1.22037;3905
27.05.2021;13:30;1.22036;1.22048;1.21925;1.2196;4143
27.05.2021;14:00;1.21961;1.22021;1.21925;1.21954;4654
27.05.2021;14:30;1.21954;1.22017;1.21843;1.21859;6479
27.05.2021;15:00;1.21858;1.21915;1.21813;1.21856;4958
27.05.2021;15:30;1.21855;1.21991;1.21795;1.21974;5945
27.05.2021;16:00;1.21973;1.22115;1.21919;1.2203;6622
27.05.2021;16:30;1.2203;1.2206;1.2195;1.22012;6144
27.05.2021;17:00;1.22013;1.22033;1.21885;1.21888;4191
27.05.2021;17:30;1.21888;1.21982;1.21854;1.21934;3655
27.05.2021;18:00;1.21935;1.21959;1.21853;1.21868;2282
27.05.2021;18:30;1.21869;1.21924;1.21863;1.21874;1799
27.05.2021;19:00;1.21874;1.21949;1.2187;1.21924;2625
27.05.2021;19:30;1.21924;1.22036;1.21917;1.22013;2116
27.05.2021;20:00;1.22013;1.22045;1.22005;1.2202;1480
27.05.2021;20:30;1.22019;1.2202;1.21984;1.21984;1083
27.05.2021;21:00;1.21984;1.21996;1.21945;1.21988;1217
27.05.2021;21:30;1.21988;1.22006;1.21982;1.2199;1126
27.05.2021;22:00;1.2199;1.2199;1.21944;1.21952;771
27.05.2021;22:30;1.21953;1.21956;1.21919;1.21943;732
27.05.2021;23:00;1.21943;1.21955;1.21916;1.21926;108
27.05.2021;23:30;1.21926;1.21954;1.21925;1.21942;208
28.05.2021;0:00;1.21935;1.21958;1.21935;1.21955;553
28.05.2021;0:30;1.21956;1.21956;1.2191;1.21916;586
28.05.2021;1:00;1.21917;1.21925;1.21902;1.21925;429
28.05.2021;1:30;1.21925;1.21929;1.21895;1.21926;578
28.05.2021;2:00;1.21927;1.21927;1.21859;1.21875;1568
28.05.2021;2:30;1.21875;1.2188;1.21823;1.21839;1984
28.05.2021;3:00;1.21839;1.21854;1.21812;1.21822;1850
28.05.2021;3:30;1.21823;1.21868;1.21816;1.21823;1979
28.05.2021;4:00;1.21824;1.21842;1.21814;1.21838;1158
28.05.2021;4:30;1.21838;1.2186;1.21819;1.21855;1247
28.05.2021;5:00;1.21855;1.2187;1.21825;1.21849;1424
28.05.2021;5:30;1.21849;1.21883;1.21834;1.21869;1427
28.05.2021;6:00;1.21868;1.219;1.21863;1.21886;789
28.05.2021;6:30;1.21885;1.21892;1.2185;1.21874;624
28.05.2021;7:00;1.21875;1.21884;1.21815;1.2182;964
28.05.2021;7:30;1.2182;1.21825;1.21758;1.21772;1743
28.05.2021;8:00;1.21772;1.21792;1.21713;1.21781;3067
28.05.2021;8:30;1.21781;1.21847;1.21729;1.21823;3298
28.05.2021;9:00;1.21822;1.2186;1.21774;1.21812;4074
28.05.2021;9:30;1.21811;1.21898;1.21805;1.21879;3712
28.05.2021;10:00;1.21878;1.21998;1.21871;1.21973;3816
28.05.2021;10:30;1.21974;1.22005;1.21929;1.21971;3344
28.05.2021;11:00;1.21972;1.21978;1.21879;1.21894;2621
28.05.2021;11:30;1.21895;1.21917;1.21826;1.21859;2589
28.05.2021;12:00;1.21859;1.21906;1.2183;1.21877;1846
28.05.2021;12:30;1.21878;1.21881;1.21724;1.21777;3110
28.05.2021;13:00;1.21777;1.21814;1.21707;1.21715;3761
28.05.2021;13:30;1.21712;1.21728;1.21506;1.21565;5824
28.05.2021;14:00;1.21565;1.21575;1.21381;1.21434;6218
28.05.2021;14:30;1.21433;1.21518;1.21326;1.21346;6929
28.05.2021;15:00;1.21347;1.21454;1.21323;1.21449;5432
28.05.2021;15:30;1.2145;1.21666;1.21432;1.21643;6778
28.05.2021;16:00;1.21644;1.21715;1.2163;1.21685;5263
28.05.2021;16:30;1.21685;1.21885;1.21664;1.21796;8512
28.05.2021;17:00;1.21798;1.21909;1.21785;1.21907;4298
28.05.2021;17:30;1.21907;1.21984;1.21906;1.21935;3000
28.05.2021;18:00;1.21934;1.2201;1.21921;1.21994;2421
28.05.2021;18:30;1.21994;1.22039;1.21971;1.22004;2606
28.05.2021;19:00;1.22005;1.22035;1.2199;1.22021;1701
28.05.2021;19:30;1.22023;1.22047;1.22004;1.22014;1707
28.05.2021;20:00;1.22018;1.22019;1.21959;1.21977;1775
28.05.2021;20:30;1.21977;1.21985;1.21948;1.21961;1166
28.05.2021;21:00;1.21961;1.21971;1.21944;1.21956;958
28.05.2021;21:30;1.21955;1.21958;1.21919;1.21924;1319
28.05.2021;22:00;1.21924;1.21949;1.21898;1.21901;736
28.05.2021;22:30;1.21902;1.21937;1.21891;1.21893;665
30.05.2021;23:00;1.21997;1.21997;1.2193;1.21966;130
30.05.2021;23:30;1.21966;1.21983;1.21919;1.21974;285
31.05.2021;0:00;1.21904;1.21959;1.21904;1.21925;1157
31.05.2021;0:30;1.21924;1.21949;1.21914;1.21933;383
31.05.2021;1:00;1.21932;1.21959;1.21927;1.21934;662
31.05.2021;1:30;1.21934;1.21939;1.21889;1.21893;392
31.05.2021;2:00;1.21895;1.21898;1.21848;1.21849;1217
31.05.2021;2:30;1.21849;1.21929;1.21843;1.21914;1770
31.05.2021;3:00;1.21914;1.2198;1.21885;1.21971;2293
31.05.2021;3:30;1.21972;1.21998;1.21937;1.21998;1654
31.05.2021;4:00;1.21998;1.22011;1.21979;1.21992;1382
31.05.2021;4:30;1.21992;1.2204;1.21987;1.22037;1153
31.05.2021;5:00;1.22036;1.2204;1.21997;1.22011;1075
31.05.2021;5:30;1.22011;1.22012;1.21979;1.21987;827
31.05.2021;6:00;1.21987;1.21987;1.21962;1.21967;640
31.05.2021;6:30;1.2197;1.22;1.21967;1.21978;619
31.05.2021;7:00;1.21977;1.22013;1.21972;1.22007;543
31.05.2021;7:30;1.22008;1.22019;1.21922;1.21938;1005
31.05.2021;8:00;1.21941;1.21968;1.21915;1.21934;1443
31.05.2021;8:30;1.21932;1.21943;1.21832;1.21894;1860
31.05.2021;9:00;1.21894;1.21977;1.21892;1.21962;2045
31.05.2021;9:30;1.21963;1.22014;1.21893;1.21909;3684
31.05.2021;10:00;1.21909;1.21967;1.21882;1.21935;2836
31.05.2021;10:30;1.21935;1.22036;1.21887;1.22004;5319
31.05.2021;11:00;1.22003;1.22003;1.21886;1.21905;3403
31.05.2021;11:30;1.21905;1.21912;1.21849;1.21867;2392
31.05.2021;12:00;1.21867;1.21929;1.21851;1.21901;1896
31.05.2021;12:30;1.219;1.21912;1.21866;1.219;1644
31.05.2021;13:00;1.21902;1.21904;1.21856;1.21892;1310
31.05.2021;13:30;1.21894;1.22011;1.21894;1.21986;1925
31.05.2021;14:00;1.21989;1.22019;1.21971;1.22001;1886
31.05.2021;14:30;1.22001;1.22016;1.21981;1.21984;1173
31.05.2021;15:00;1.21984;1.22018;1.21965;1.21978;1124
31.05.2021;15:30;1.21978;1.22053;1.21937;1.22046;1785
31.05.2021;16:00;1.22046;1.22065;1.22006;1.22027;1509
31.05.2021;16:30;1.22027;1.22277;1.22016;1.22277;4235
31.05.2021;17:00;1.22277;1.22313;1.222;1.22251;4879
31.05.2021;17:30;1.22252;1.22311;1.22239;1.2229;1326
31.05.2021;18:00;1.2229;1.22307;1.22252;1.22269;1107
31.05.2021;18:30;1.22268;1.22288;1.22249;1.22279;963
31.05.2021;19:00;1.2228;1.22291;1.22262;1.22276;683
31.05.2021;19:30;1.22277;1.22279;1.22268;1.22275;357
31.05.2021;20:00;1.22275;1.22283;1.22271;1.22275;190
31.05.2021;20:30;1.22277;1.22283;1.22256;1.22274;660
31.05.2021;21:00;1.22274;1.22274;1.22256;1.22261;281
31.05.2021;21:30;1.2226;1.22264;1.22248;1.22259;241
31.05.2021;22:00;1.2226;1.22284;1.22255;1.22267;300
31.05.2021;22:30;1.22267;1.2229;1.22243;1.22249;590
31.05.2021;23:00;1.22248;1.2227;1.22239;1.22263;70
31.05.2021;23:30;1.22263;1.22273;1.22263;1.22263;65
01.06.2021;0:00;1.22256;1.22293;1.22251;1.22293;666
01.06.2021;0:30;1.22293;1.22326;1.22288;1.22299;570
01.06.2021;1:00;1.22298;1.22313;1.22282;1.22309;276
01.06.2021;1:30;1.22309;1.22342;1.22301;1.22323;432
01.06.2021;2:00;1.22324;1.22343;1.22236;1.22264;1265
01.06.2021;2:30;1.22264;1.22305;1.22262;1.22294;1148
01.06.2021;3:00;1.22296;1.22363;1.22284;1.22322;1944
01.06.2021;3:30;1.22321;1.22341;1.22303;1.22317;1966
01.06.2021;4:00;1.22318;1.22354;1.223;1.22313;1206
01.06.2021;4:30;1.22313;1.22319;1.22262;1.22279;930
01.06.2021;5:00;1.22279;1.22318;1.22257;1.22313;1063
01.06.2021;5:30;1.22313;1.22319;1.22282;1.223;714
01.06.2021;6:00;1.22301;1.22301;1.22258;1.22258;493
01.06.2021;6:30;1.22258;1.22272;1.22222;1.22222;1661
01.06.2021;7:00;1.22223;1.22254;1.22194;1.22205;893
01.06.2021;7:30;1.22205;1.22252;1.2218;1.22247;1325
01.06.2021;8:00;1.22246;1.22294;1.22195;1.22285;2661
01.06.2021;8:30;1.22286;1.22374;1.22268;1.22323;2701
01.06.2021;9:00;1.22323;1.22356;1.22274;1.2234;4172
01.06.2021;9:30;1.22341;1.22412;1.22318;1.22412;3970
01.06.2021;10:00;1.22412;1.22413;1.22145;1.22188;5599
01.06.2021;10:30;1.22189;1.22322;1.22132;1.22297;4198
01.06.2021;11:00;1.22297;1.22383;1.22297;1.22373;3309
01.06.2021;11:30;1.22374;1.22377;1.2229;1.22323;3312
01.06.2021;12:00;1.22323;1.22334;1.22247;1.22249;3172
01.06.2021;12:30;1.22249;1.22268;1.22217;1.22229;2202
01.06.2021;13:00;1.22229;1.2224;1.22186;1.22238;2393
01.06.2021;13:30;1.22238;1.22273;1.22188;1.22216;2368
01.06.2021;14:00;1.22217;1.22269;1.22186;1.22211;3188
01.06.2021;14:30;1.22211;1.22256;1.22168;1.22245;2884
01.06.2021;15:00;1.22246;1.22289;1.22156;1.22287;3685
01.06.2021;15:30;1.22288;1.22422;1.22257;1.22387;5156
01.06.2021;16:00;1.22387;1.22524;1.22367;1.22494;7970
01.06.2021;16:30;1.22494;1.22541;1.22407;1.22459;6695
01.06.2021;17:00;1.22459;1.22511;1.22424;1.22445;2919
01.06.2021;17:30;1.22444;1.22479;1.22403;1.22403;2578
01.06.2021;18:00;1.22404;1.22427;1.22341;1.22351;2625
01.06.2021;18:30;1.22351;1.22357;1.22323;1.22327;1333
01.06.2021;19:00;1.22327;1.22339;1.22268;1.22287;1550
01.06.2021;19:30;1.22288;1.2231;1.22279;1.22302;1268
01.06.2021;20:00;1.22302;1.22325;1.22289;1.22307;1108
01.06.2021;20:30;1.22308;1.22311;1.22264;1.22285;995
01.06.2021;21:00;1.22284;1.22284;1.22205;1.22206;1254
01.06.2021;21:30;1.22206;1.22229;1.22183;1.22202;1644
01.06.2021;22:00;1.22201;1.22203;1.22154;1.22168;961
01.06.2021;22:30;1.22169;1.22173;1.22117;1.2213;1088
01.06.2021;23:00;1.22127;1.22172;1.22119;1.22135;290
01.06.2021;23:30;1.22135;1.22153;1.2213;1.22136;161
02.06.2021;0:00;1.22138;1.22156;1.2212;1.22131;682
02.06.2021;0:30;1.22133;1.2215;1.22131;1.22142;198
02.06.2021;1:00;1.22144;1.22171;1.22139;1.22155;331
02.06.2021;1:30;1.22155;1.22176;1.22146;1.22172;392
